school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,part_time_job
MS,F,20,U,LE3,T,4,3,teacher,services,reputation,other,4,4,0,yes,yes,no,yes,yes,no,no,no,3,3,5,2,2,4,9,4,0,1,yes
GP,M,18,R,GT3,A,2,0,health,health,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,yes,1,3,2,3,2,1,24,15,17,17,yes
GP,F,19,R,LE3,A,2,4,services,other,reputation,mother,1,1,0,no,yes,yes,no,yes,yes,no,no,1,5,4,3,2,2,18,15,16,15,no
MS,F,19,R,LE3,T,4,0,teacher,teacher,reputation,father,1,1,0,yes,yes,no,no,yes,no,no,no,4,1,5,1,3,2,5,18,18,20,yes
GP,M,18,U,LE3,A,0,1,other,services,home,father,4,4,0,no,no,yes,no,yes,no,yes,no,5,1,1,3,2,2,28,10,8,10,no
MS,M,16,U,LE3,T,4,0,health,other,other,father,2,1,0,no,no,yes,yes,no,no,yes,yes,5,5,5,4,3,3,0,18,16,14,no
MS,M,15,U,GT3,T,0,2,at_home,teacher,reputation,father,3,4,0,yes,no,yes,yes,yes,yes,no,no,3,1,1,3,2,3,28,10,8,5,no
MS,M,16,U,GT3,T,3,3,services,at_home,course,mother,2,2,1,no,no,no,yes,yes,yes,no,no,4,2,3,2,3,2,29,12,12,13,no
GP,F,18,R,LE3,T,0,2,health,services,home,other,3,1,3,no,yes,yes,yes,yes,yes,no,no,1,3,2,3,4,2,1,0,15,1,no
GP,F,21,U,LE3,A,2,0,other,health,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,3,2,5,20,11,9,10,no
MS,M,19,U,LE3,T,1,4,teacher,services,home,mother,2,4,0,no,yes,no,yes,yes,yes,no,no,4,1,1,4,2,1,29,7,7,7,no
MS,M,17,U,GT3,T,4,2,other,other,home,other,2,3,0,yes,yes,no,yes,no,yes,yes,yes,5,3,3,3,1,3,7,13,12,8,yes
GP,M,21,U,LE3,T,1,1,other,services,home,mother,3,3,1,yes,no,no,no,yes,no,yes,no,3,1,2,1,4,3,15,5,9,18,yes
MS,F,20,U,LE3,T,2,3,health,other,home,mother,2,3,0,no,yes,no,yes,yes,no,no,yes,2,3,3,2,5,3,3,14,10,13,yes
MS,M,18,U,LE3,A,3,1,other,services,reputation,mother,2,4,1,yes,no,yes,yes,no,yes,no,yes,3,5,4,3,1,2,11,19,19,20,no
GP,M,21,R,LE3,A,3,2,other,at_home,reputation,mother,2,2,0,no,no,yes,no,no,yes,no,yes,5,4,4,5,1,5,8,7,3,3,yes
MS,M,20,R,GT3,A,2,0,other,teacher,course,mother,4,1,0,yes,no,yes,no,yes,no,no,yes,3,3,2,2,3,2,0,5,7,8,yes
GP,M,19,U,LE3,T,0,4,other,services,reputation,father,3,1,1,no,no,yes,yes,no,no,no,yes,3,4,2,2,2,2,1,8,18,13,no
GP,F,22,R,LE3,T,2,0,teacher,services,home,mother,2,1,0,yes,no,yes,no,no,no,no,yes,4,2,3,3,3,1,21,15,17,20,yes
GP,F,17,R,LE3,A,2,0,at_home,at_home,reputation,mother,2,3,0,no,yes,yes,no,no,no,yes,no,1,3,5,3,1,5,1,13,13,9,no
MS,F,21,U,GT3,A,0,2,at_home,at_home,other,mother,2,4,0,no,yes,no,no,no,no,yes,yes,4,4,2,1,5,2,15,8,12,14,yes
GP,M,17,R,LE3,T,2,3,at_home,health,reputation,other,4,1,2,no,no,no,yes,yes,yes,no,yes,2,5,2,4,2,2,19,15,15,12,no
GP,F,20,R,LE3,A,0,4,services,health,home,father,3,3,0,no,no,no,no,yes,no,no,yes,2,4,3,5,5,5,25,4,0,0,yes
GP,M,17,R,GT3,T,2,3,services,teacher,reputation,other,1,2,1,yes,no,yes,no,yes,yes,no,yes,5,4,1,2,1,5,20,4,11,16,yes
GP,F,20,U,LE3,T,0,4,services,health,home,father,2,4,0,yes,no,no,no,no,no,no,no,3,3,3,3,2,3,22,6,2,1,yes
GP,M,21,R,LE3,T,3,4,at_home,at_home,other,other,4,1,1,yes,no,no,yes,yes,no,yes,yes,1,2,2,4,3,2,22,18,20,20,yes
GP,F,20,U,LE3,T,0,1,at_home,other,reputation,other,3,2,0,yes,yes,no,yes,no,no,no,yes,4,4,3,4,2,5,12,11,9,12,yes
GP,F,17,U,GT3,A,3,2,health,other,home,mother,3,2,2,yes,yes,yes,yes,no,no,yes,no,3,2,5,2,3,2,12,11,14,15,no
MS,F,18,U,GT3,T,2,4,teacher,at_home,other,other,1,3,0,no,yes,no,yes,yes,yes,yes,no,3,3,1,3,4,4,28,7,10,8,yes
GP,M,20,U,LE3,T,2,3,other,teacher,reputation,father,3,2,0,no,yes,yes,yes,yes,yes,yes,no,1,5,1,4,2,1,3,7,7,7,yes
GP,M,18,U,LE3,T,0,4,other,health,course,other,1,4,1,no,yes,yes,yes,yes,no,yes,no,5,3,3,3,2,5,16,11,13,9,no
MS,M,15,U,LE3,A,0,3,health,teacher,home,mother,3,3,0,no,no,no,yes,yes,no,no,yes,5,3,3,2,1,3,2,15,16,15,no
MS,M,21,U,GT3,T,2,0,at_home,health,home,other,1,1,0,no,no,yes,no,yes,no,no,no,3,2,2,2,1,2,21,14,16,13,no
GP,F,21,U,GT3,A,1,2,other,health,other,father,4,2,0,yes,no,no,yes,yes,no,yes,yes,3,1,4,1,4,3,29,13,14,12,no
GP,M,16,U,LE3,T,2,1,teacher,other,other,father,4,3,0,yes,no,yes,yes,no,yes,yes,no,1,1,4,2,2,1,12,5,2,6,no
MS,M,20,U,GT3,T,4,0,services,services,home,father,4,1,0,yes,no,no,no,no,no,yes,yes,3,5,2,5,3,5,22,8,8,7,no
GP,F,22,R,GT3,A,3,2,teacher,teacher,reputation,father,4,4,0,no,no,yes,yes,yes,no,yes,no,5,2,4,2,3,3,22,11,13,10,no
MS,M,18,R,GT3,T,0,1,other,at_home,other,other,1,2,0,no,no,no,yes,no,yes,no,no,4,3,2,5,1,4,4,8,9,6,yes
GP,F,17,U,LE3,T,3,0,services,teacher,home,mother,1,1,0,no,no,no,no,no,yes,yes,yes,3,3,3,1,3,2,27,14,11,10,no
GP,M,20,R,LE3,T,2,3,health,health,other,mother,1,2,1,yes,yes,no,no,no,no,no,yes,4,5,2,2,5,1,18,15,20,4,no
GP,F,19,R,GT3,T,2,3,other,other,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,yes,4,1,2,1,1,3,40,13,11,11,yes
MS,M,22,R,GT3,A,3,2,other,at_home,home,mother,1,3,0,no,yes,no,no,yes,yes,no,yes,1,5,1,1,1,2,25,10,12,8,no
GP,M,15,R,LE3,A,3,1,other,services,reputation,father,4,4,1,no,yes,yes,yes,no,yes,no,no,4,1,2,3,1,4,1,5,1,4,yes
MS,M,22,R,LE3,T,4,1,teacher,health,reputation,father,4,1,0,yes,no,no,yes,yes,yes,yes,yes,4,2,4,5,3,3,7,6,6,10,no
GP,F,17,R,LE3,A,0,0,health,health,course,other,3,4,0,no,yes,yes,yes,no,yes,no,yes,1,3,2,5,3,2,11,10,11,9,yes
GP,F,22,U,LE3,T,3,1,teacher,other,other,father,3,4,1,no,yes,no,yes,yes,yes,no,no,1,3,1,5,5,3,27,8,11,11,no
MS,F,21,U,LE3,T,0,3,other,teacher,home,mother,4,1,0,yes,no,yes,no,no,no,no,yes,4,2,5,2,3,4,9,19,20,20,yes
MS,F,19,R,LE3,T,2,4,at_home,at_home,other,mother,2,1,0,no,no,no,yes,no,yes,no,no,5,1,2,2,5,5,16,14,10,11,yes
GP,M,20,U,LE3,T,4,0,health,teacher,home,father,2,1,0,yes,yes,no,no,yes,no,yes,no,3,4,1,1,2,4,9,14,11,15,no
GP,F,21,R,GT3,A,0,1,health,services,home,other,1,4,0,no,yes,no,no,yes,yes,yes,no,1,2,1,1,3,3,11,12,13,11,yes
MS,F,22,U,GT3,T,2,4,other,services,reputation,other,2,2,0,no,yes,yes,no,no,yes,no,no,4,4,3,5,1,5,10,4,3,5,no
MS,F,21,R,LE3,A,4,4,services,teacher,home,mother,4,3,0,yes,yes,no,no,no,yes,no,no,4,2,1,2,4,1,28,15,15,17,no
GP,M,15,U,GT3,T,1,1,services,services,reputation,mother,1,2,0,no,yes,yes,no,no,yes,no,yes,3,2,5,3,1,4,7,9,12,15,no
GP,F,22,R,GT3,A,3,1,health,services,home,other,4,4,0,no,yes,no,yes,no,no,yes,no,5,1,1,2,3,3,7,9,7,10,no
MS,F,18,U,GT3,A,4,0,services,other,course,mother,4,4,0,no,yes,no,yes,no,yes,no,no,1,2,4,5,4,1,7,4,5,3,no
MS,F,18,R,LE3,A,3,2,teacher,other,other,mother,1,4,0,yes,yes,no,yes,no,yes,yes,yes,4,5,3,2,5,3,27,18,15,17,no
MS,M,19,U,LE3,A,3,2,teacher,health,other,other,1,2,0,no,no,yes,yes,yes,yes,yes,yes,2,2,2,2,5,5,22,16,17,14,no
MS,M,19,R,GT3,A,3,0,health,other,home,father,4,1,0,yes,no,yes,yes,yes,yes,yes,yes,2,1,2,5,2,4,6,18,17,15,yes
MS,F,16,U,GT3,A,3,3,services,at_home,home,other,2,2,1,no,no,yes,no,no,yes,no,no,3,4,3,4,4,1,12,13,11,11,yes
MS,M,20,U,GT3,T,4,2,other,services,other,father,3,4,0,yes,no,yes,no,yes,yes,yes,yes,5,2,4,1,1,4,21,12,10,12,no
GP,F,20,R,LE3,A,2,3,teacher,services,course,father,2,3,2,yes,no,no,yes,yes,no,yes,no,4,4,1,4,5,2,5,1,13,8,yes
MS,F,22,R,GT3,A,3,2,at_home,at_home,home,father,4,4,0,no,yes,no,yes,no,yes,no,yes,5,3,2,4,1,1,21,4,8,10,no
GP,F,19,R,GT3,T,4,3,other,health,other,other,4,4,0,yes,no,no,yes,no,no,no,no,1,4,3,2,2,5,2,9,7,9,yes
GP,M,16,U,GT3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,3,4,3,2,3,3,10,9,8,8,yes
GP,M,22,U,LE3,A,0,2,other,at_home,other,mother,1,4,0,no,yes,no,no,no,yes,yes,yes,5,2,2,4,1,3,17,14,14,16,yes
MS,F,20,U,LE3,T,3,2,teacher,at_home,reputation,other,2,3,0,no,yes,no,yes,no,yes,no,no,2,3,4,1,1,1,29,17,18,18,yes
MS,M,22,U,LE3,A,4,4,other,health,other,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,2,5,4,5,5,1,27,17,18,14,yes
GP,F,22,R,LE3,A,2,3,health,services,home,mother,1,1,0,yes,yes,yes,no,no,no,no,no,5,3,1,5,2,1,1,12,9,6,no
MS,M,20,R,LE3,T,4,2,health,services,home,mother,2,3,0,yes,yes,yes,no,yes,yes,yes,no,5,5,5,1,4,1,15,11,13,11,no
MS,M,19,U,LE3,T,0,0,other,health,course,mother,3,3,0,yes,no,yes,yes,yes,no,no,no,3,3,4,2,2,3,3,15,11,20,yes
GP,M,16,R,GT3,T,0,4,teacher,at_home,home,mother,2,4,0,yes,no,no,no,no,yes,no,yes,5,3,5,5,4,5,22,8,8,8,no
GP,F,20,U,LE3,T,4,2,health,other,course,father,4,1,0,no,yes,no,no,yes,no,no,no,4,1,2,2,4,4,19,4,11,8,no
MS,M,22,U,LE3,A,4,2,at_home,at_home,course,father,4,4,0,no,no,yes,yes,no,no,no,no,3,1,3,2,1,3,28,6,10,10,no
GP,F,17,U,GT3,A,0,3,at_home,teacher,home,father,2,4,2,no,no,no,no,no,yes,no,yes,3,5,2,1,4,2,16,16,12,6,no
MS,F,22,U,GT3,T,0,1,at_home,teacher,other,father,2,3,0,yes,yes,yes,no,yes,yes,no,yes,4,2,5,1,4,2,17,15,17,17,no
GP,M,16,R,GT3,T,2,2,teacher,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,yes,no,3,2,4,3,1,1,24,15,12,15,no
GP,F,21,U,GT3,T,0,2,at_home,teacher,reputation,mother,4,1,0,yes,yes,yes,yes,yes,no,no,no,1,4,5,3,3,1,7,7,6,3,no
MS,M,18,U,GT3,A,4,1,health,health,course,father,3,1,0,yes,no,yes,yes,yes,yes,no,no,2,4,3,3,3,5,6,11,8,6,yes
MS,M,17,U,GT3,A,1,4,health,at_home,other,other,3,1,0,no,no,no,no,yes,yes,yes,yes,1,4,4,4,2,3,25,16,18,20,no
MS,F,21,R,LE3,T,4,4,teacher,at_home,reputation,father,1,1,0,no,no,no,yes,yes,no,yes,yes,4,4,3,1,2,4,16,14,12,16,no
MS,M,19,U,LE3,T,1,2,health,other,other,mother,1,3,0,no,no,no,no,no,no,no,yes,5,4,5,2,5,2,24,15,11,7,yes
GP,M,19,U,LE3,A,0,3,at_home,services,other,mother,3,3,0,yes,no,yes,yes,yes,no,no,no,1,4,5,1,1,2,8,8,11,7,no
GP,F,15,R,GT3,T,3,1,services,teacher,home,mother,1,4,0,yes,yes,no,yes,no,no,no,yes,5,1,2,2,3,5,9,18,20,20,yes
MS,F,17,U,LE3,T,0,0,health,health,home,mother,2,4,0,yes,yes,no,no,no,no,yes,no,1,1,1,3,3,3,0,7,5,9,no
GP,M,17,U,LE3,A,0,2,at_home,teacher,course,father,2,2,1,no,yes,yes,no,no,no,yes,no,5,5,3,4,2,4,5,6,2,0,yes
GP,M,15,R,GT3,A,0,3,at_home,teacher,reputation,father,2,3,3,no,yes,yes,yes,yes,yes,yes,yes,4,4,1,2,2,5,19,4,16,20,yes
MS,M,21,U,LE3,A,3,0,at_home,services,other,mother,3,2,0,no,yes,yes,yes,yes,no,yes,no,2,3,3,5,3,5,2,4,0,4,yes
GP,M,18,R,GT3,T,3,0,services,at_home,course,other,2,2,0,no,no,no,no,no,yes,yes,no,3,3,3,4,4,4,1,12,11,13,no
GP,M,16,U,LE3,T,2,2,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,no,4,4,4,1,1,3,0,12,12,11,yes
GP,M,16,U,GT3,T,2,2,services,other,reputation,father,2,2,1,no,no,yes,yes,no,yes,yes,no,4,4,2,1,1,3,12,11,10,10,no
GP,F,17,R,LE3,A,4,2,teacher,teacher,course,father,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,2,1,4,2,4,11,17,0,14,yes
GP,F,19,U,GT3,A,1,2,at_home,services,course,other,4,3,2,no,yes,no,no,no,no,no,yes,4,1,2,2,5,3,19,13,3,13,no
GP,F,19,R,GT3,A,2,2,services,other,home,mother,4,1,3,yes,yes,yes,yes,yes,no,yes,yes,4,4,5,3,3,1,19,9,3,5,yes
MS,M,19,R,GT3,A,4,0,services,teacher,course,mother,2,3,0,no,no,yes,yes,yes,yes,yes,no,2,2,2,5,4,4,26,12,13,10,yes
GP,F,22,U,GT3,T,0,4,teacher,other,reputation,father,4,3,2,yes,yes,no,no,yes,yes,yes,no,1,3,2,2,5,5,5,10,10,9,no
GP,M,16,R,LE3,A,0,1,at_home,other,other,mother,1,3,1,yes,no,yes,no,no,yes,no,yes,2,1,4,5,3,5,8,14,11,12,no
MS,M,22,U,LE3,A,1,0,at_home,services,home,father,2,2,3,no,no,yes,yes,yes,yes,yes,yes,1,4,5,3,4,5,16,10,12,1,yes
MS,M,16,U,LE3,T,1,2,services,at_home,reputation,mother,2,3,2,yes,yes,no,yes,no,no,no,yes,1,2,2,1,1,4,28,15,13,10,no
GP,M,15,R,GT3,T,0,2,services,health,course,other,4,2,1,no,no,no,yes,no,no,no,yes,2,1,1,1,1,5,11,16,17,18,yes
MS,M,15,U,GT3,T,0,3,other,at_home,other,other,4,2,0,no,yes,no,yes,yes,yes,yes,yes,1,1,3,2,4,1,1,12,14,17,no
MS,F,16,U,LE3,A,0,0,teacher,at_home,other,father,4,3,2,no,yes,yes,no,no,no,yes,yes,1,1,5,2,2,4,2,13,11,4,yes
GP,M,21,U,LE3,A,1,4,at_home,other,home,mother,1,2,0,no,yes,no,no,yes,yes,no,yes,4,2,3,5,1,5,18,11,11,12,no
GP,F,17,U,LE3,A,1,1,teacher,teacher,course,mother,2,1,1,yes,yes,no,no,yes,no,yes,no,5,1,4,2,3,3,12,11,11,14,yes
MS,F,18,R,LE3,T,3,2,other,services,home,mother,2,1,2,no,no,yes,no,no,no,no,no,4,1,2,1,4,5,23,9,7,11,yes
MS,F,22,U,LE3,A,1,2,other,at_home,home,other,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,2,3,3,3,28,19,17,20,no
GP,M,20,R,GT3,A,0,4,teacher,teacher,other,father,4,2,2,yes,yes,yes,no,no,no,yes,yes,2,4,4,1,3,4,16,15,12,7,yes
MS,F,22,R,LE3,A,4,2,teacher,services,home,mother,2,3,3,yes,no,yes,no,yes,no,no,yes,5,4,5,3,5,4,19,17,10,14,no
MS,M,19,U,GT3,T,0,4,teacher,at_home,other,father,3,4,1,yes,yes,no,no,yes,no,yes,yes,4,3,5,3,4,2,29,10,8,9,no
GP,M,19,U,LE3,A,1,2,health,health,course,father,3,2,0,yes,yes,yes,yes,yes,yes,no,no,1,4,3,1,5,1,14,15,19,20,no
GP,F,20,R,GT3,T,0,3,other,other,course,other,3,3,0,yes,no,no,yes,no,no,no,yes,5,2,4,2,4,4,26,11,7,10,no
GP,F,18,U,GT3,A,4,3,services,at_home,home,mother,2,4,1,yes,yes,yes,yes,no,no,yes,yes,4,2,2,5,1,1,14,16,18,20,no
MS,M,18,U,LE3,A,4,1,health,other,home,other,2,3,0,yes,no,yes,yes,no,yes,yes,no,5,4,4,5,4,2,13,5,4,5,yes
GP,M,17,R,GT3,A,2,3,at_home,other,course,father,3,1,0,no,yes,yes,yes,no,no,no,yes,3,4,3,5,1,3,1,6,5,3,yes
GP,M,21,U,LE3,T,1,0,services,other,other,other,4,2,2,yes,no,yes,yes,no,yes,no,no,1,4,5,4,1,3,8,5,2,6,no
MS,M,16,U,LE3,A,3,2,health,other,course,other,4,4,1,yes,yes,no,no,yes,no,no,no,1,5,5,3,1,2,9,16,20,16,no
GP,M,21,U,GT3,A,2,1,health,at_home,home,mother,1,4,0,yes,no,no,yes,yes,no,no,yes,4,1,4,2,1,1,15,8,12,12,yes
GP,M,19,U,LE3,A,0,3,services,services,other,father,4,2,0,no,yes,no,no,yes,no,yes,yes,2,2,1,2,1,3,4,5,9,10,no
MS,F,21,R,GT3,A,4,1,health,services,reputation,father,3,1,0,yes,no,yes,yes,no,yes,yes,no,3,1,1,5,1,3,11,12,11,14,no
MS,M,16,R,GT3,A,3,2,services,teacher,other,mother,1,3,0,no,yes,no,yes,yes,no,no,yes,4,3,1,5,2,5,21,9,6,10,yes
MS,F,16,R,GT3,T,1,3,other,at_home,course,other,2,3,0,yes,yes,yes,no,no,no,yes,yes,1,5,1,2,5,4,5,17,19,17,yes
MS,F,21,R,GT3,A,3,1,at_home,other,other,father,3,4,0,no,no,yes,no,yes,yes,yes,yes,2,5,4,1,1,5,18,19,17,15,yes
GP,F,18,U,GT3,T,2,3,other,services,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,5,1,3,2,4,15,14,14,yes
MS,M,15,U,LE3,A,2,0,teacher,other,course,other,2,2,0,yes,no,yes,no,no,no,yes,no,4,5,2,3,1,4,5,15,13,14,yes
GP,M,15,U,GT3,T,1,0,health,at_home,course,father,4,4,0,yes,yes,yes,no,no,yes,no,no,2,4,3,3,3,5,26,11,15,14,yes
GP,M,17,U,LE3,T,4,4,health,other,other,father,4,1,0,no,no,no,yes,yes,yes,no,no,1,4,5,1,3,1,1,10,12,8,yes
GP,F,19,U,GT3,T,2,2,services,teacher,other,other,1,4,0,yes,no,no,no,yes,no,yes,yes,2,1,1,5,1,3,7,4,2,0,no
MS,F,20,U,LE3,A,4,2,at_home,at_home,home,mother,3,4,0,yes,yes,yes,yes,no,no,no,no,4,1,2,1,1,3,8,10,12,16,yes
GP,F,18,R,LE3,T,1,0,teacher,at_home,home,mother,3,3,0,no,no,yes,no,yes,yes,no,yes,4,2,4,4,2,4,8,14,15,14,yes
MS,M,15,R,GT3,A,1,1,teacher,health,home,mother,3,3,0,no,no,no,no,no,no,yes,yes,4,5,1,3,2,1,27,19,15,13,yes
MS,F,18,U,GT3,T,0,2,services,other,other,other,1,4,1,no,yes,yes,yes,no,yes,yes,yes,4,1,5,5,4,4,13,9,8,5,no
GP,M,18,R,GT3,T,3,2,at_home,services,reputation,other,2,2,0,no,yes,yes,yes,no,no,no,no,1,3,5,2,1,1,24,11,7,10,yes
GP,F,15,U,GT3,T,0,4,services,at_home,home,other,4,1,3,no,no,no,no,yes,no,yes,no,3,4,3,3,5,5,10,1,12,8,no
GP,F,15,R,GT3,T,3,3,health,teacher,home,mother,1,1,0,yes,yes,yes,yes,yes,yes,no,yes,4,3,3,4,2,3,25,7,4,6,no
GP,F,18,U,LE3,A,1,4,other,at_home,home,father,4,4,0,yes,yes,yes,yes,yes,yes,no,yes,1,2,4,5,1,4,20,8,7,3,yes
MS,F,19,R,LE3,A,4,2,teacher,at_home,other,other,2,3,1,yes,no,no,yes,yes,no,yes,no,2,1,5,2,3,5,15,10,12,8,yes
MS,M,16,R,LE3,T,4,0,health,at_home,course,other,1,2,1,no,yes,yes,no,yes,no,no,no,1,1,5,1,4,4,24,4,8,4,yes
GP,F,20,R,GT3,T,2,3,other,at_home,course,mother,2,4,3,no,yes,no,yes,yes,no,yes,yes,4,3,2,5,3,5,2,6,11,9,yes
MS,F,18,R,LE3,A,4,1,health,at_home,home,other,2,4,0,yes,yes,yes,yes,no,yes,yes,no,2,3,2,4,1,3,25,4,5,9,yes
GP,F,18,R,LE3,T,3,4,teacher,at_home,home,father,1,1,0,yes,yes,yes,yes,yes,no,yes,no,2,2,2,3,2,2,7,6,8,8,no
MS,M,17,U,GT3,A,3,0,health,services,other,other,3,3,0,yes,no,yes,no,no,yes,no,no,1,5,4,1,5,2,14,6,11,5,yes
MS,M,21,R,GT3,T,4,2,services,services,home,mother,4,2,0,yes,yes,no,no,yes,yes,yes,yes,3,1,4,2,1,3,23,13,9,12,yes
MS,F,16,U,LE3,T,0,3,services,at_home,course,father,3,2,0,no,no,no,yes,no,no,no,no,4,3,1,2,4,1,14,17,20,20,yes
GP,F,16,R,GT3,T,3,1,other,other,other,other,4,3,0,yes,yes,no,no,yes,yes,yes,yes,5,2,4,5,4,3,17,9,10,11,yes
MS,F,19,U,GT3,T,2,1,services,teacher,course,other,4,4,0,no,yes,no,yes,yes,yes,no,no,4,1,5,5,1,1,20,7,8,11,no
GP,M,17,U,LE3,T,1,1,teacher,other,reputation,father,1,3,0,yes,no,no,yes,yes,yes,yes,no,1,2,4,3,4,4,6,16,18,17,no
MS,M,15,R,GT3,A,3,1,at_home,at_home,home,other,3,4,0,yes,yes,no,yes,no,yes,yes,no,4,4,3,5,2,3,29,16,14,17,yes
GP,M,18,U,LE3,A,1,4,at_home,at_home,course,other,4,4,0,yes,no,yes,yes,no,yes,no,no,3,2,2,2,2,1,1,18,20,20,yes
MS,M,17,R,GT3,A,0,4,services,teacher,reputation,mother,4,1,0,yes,no,no,no,yes,yes,no,no,3,1,5,5,5,5,16,15,14,12,yes
GP,F,15,U,GT3,T,3,2,services,other,home,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,5,1,1,2,26,7,6,6,no
GP,M,22,U,GT3,A,3,1,other,at_home,course,other,2,3,1,no,no,yes,yes,no,no,yes,no,5,3,4,4,1,2,6,13,15,18,yes
GP,M,21,U,LE3,A,1,3,teacher,teacher,home,other,2,4,0,no,no,yes,yes,no,no,no,yes,4,1,4,5,2,5,25,4,3,1,no
GP,F,20,R,LE3,A,4,1,at_home,teacher,reputation,father,4,3,0,yes,yes,yes,yes,yes,no,no,yes,4,2,5,3,2,1,12,15,17,17,no
GP,M,21,U,GT3,T,4,1,at_home,health,course,other,2,3,2,no,yes,no,no,no,no,yes,no,4,5,3,3,5,3,0,15,18,20,no
MS,F,21,R,GT3,T,4,2,at_home,health,home,mother,2,3,0,no,no,yes,no,yes,no,yes,no,2,2,5,4,5,1,25,10,13,16,no
MS,M,22,R,LE3,A,0,4,teacher,services,course,father,4,1,2,no,no,no,yes,no,yes,yes,yes,4,1,2,1,5,3,9,14,13,10,yes
MS,F,17,R,LE3,T,4,4,health,teacher,other,father,2,3,2,no,yes,no,no,no,no,no,yes,3,4,5,1,5,4,15,1,17,0,no
GP,F,22,R,GT3,A,2,1,services,teacher,home,father,3,3,0,yes,no,yes,no,no,yes,no,no,3,4,1,2,4,2,26,9,7,3,yes
GP,F,20,R,LE3,A,2,0,at_home,services,course,other,3,2,0,yes,yes,no,no,yes,no,yes,yes,2,2,2,4,3,4,6,4,7,9,no
GP,M,15,U,LE3,A,2,1,services,teacher,course,other,1,2,0,no,yes,yes,yes,yes,no,no,no,4,1,3,5,2,1,25,8,7,7,no
GP,F,15,R,GT3,A,2,1,health,teacher,other,mother,2,1,0,yes,no,yes,yes,yes,yes,no,yes,3,4,2,2,5,4,25,10,11,12,no
GP,M,22,U,LE3,A,3,1,health,teacher,home,other,2,2,0,no,no,no,yes,no,yes,yes,yes,3,1,5,2,2,2,16,8,6,7,yes
GP,F,17,R,GT3,A,2,1,services,health,course,other,3,2,0,no,no,no,yes,yes,no,no,no,3,5,5,3,1,1,2,17,19,20,yes
GP,M,17,R,GT3,A,0,0,at_home,other,course,other,1,4,3,yes,yes,yes,no,no,yes,no,yes,3,2,4,2,5,5,7,5,6,6,yes
GP,F,20,R,LE3,T,0,4,at_home,other,reputation,mother,2,4,0,yes,no,no,no,yes,no,no,yes,1,1,4,3,2,5,8,19,19,20,yes
GP,M,20,U,LE3,T,0,4,health,at_home,home,other,3,1,0,yes,yes,yes,yes,yes,no,no,yes,4,3,2,4,4,4,18,6,2,2,yes
GP,F,21,R,LE3,A,1,4,other,other,reputation,mother,3,2,0,yes,no,yes,no,yes,yes,yes,yes,3,4,2,2,4,3,14,18,20,20,yes
MS,F,18,R,LE3,T,3,4,teacher,services,other,other,1,2,0,no,yes,yes,no,no,no,no,yes,4,2,4,2,4,2,4,6,9,12,yes
MS,F,18,R,GT3,A,0,4,other,services,course,father,3,2,0,yes,no,no,no,no,yes,no,no,1,1,1,3,2,2,10,8,7,7,no
MS,F,16,U,GT3,A,1,1,health,teacher,home,other,2,3,0,yes,no,yes,yes,yes,yes,yes,no,4,1,4,1,2,2,3,16,12,11,yes
MS,M,15,R,LE3,T,4,3,teacher,services,home,father,4,3,0,no,no,yes,yes,yes,yes,no,yes,3,1,1,2,4,5,7,11,12,12,yes
GP,F,15,R,GT3,A,1,4,health,services,reputation,father,3,1,0,yes,yes,yes,yes,no,yes,no,yes,2,2,1,1,3,1,11,7,3,3,yes
GP,F,16,U,GT3,T,3,3,other,other,home,mother,1,3,0,no,yes,yes,no,yes,yes,yes,yes,4,3,3,1,3,4,0,7,7,8,yes
MS,F,16,R,LE3,T,2,0,other,teacher,reputation,mother,3,4,0,yes,yes,no,no,no,no,no,yes,1,5,5,3,1,4,17,5,9,6,yes
MS,F,15,U,GT3,A,1,3,other,health,reputation,mother,2,1,1,no,yes,yes,yes,yes,no,no,no,5,5,5,3,1,1,2,14,15,12,no
GP,M,22,U,LE3,T,0,1,at_home,health,home,mother,2,1,0,no,yes,no,no,yes,yes,no,yes,2,4,2,1,4,5,12,14,11,15,no
GP,F,17,U,GT3,T,1,1,at_home,other,reputation,mother,1,3,1,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,5,0,6,5,0,yes
GP,M,17,U,LE3,A,3,2,teacher,services,home,mother,1,1,1,no,no,no,no,yes,yes,yes,no,4,4,4,3,4,3,19,11,9,10,no
